id,snack_id,tag_id,,,,
36,1,3,,,,
37,1,4,,,,
38,1,5,,,,
39,1,7,,,,
40,1,9,,,,
41,1,10,,,,
42,1,12,,,,
43,2,1,,,,
44,2,6,,,,
45,2,7,,,,
46,2,10,,,,
47,2,12,,,,
48,3,1,,,,
49,3,4,,,,
50,3,5,,,,
51,3,7,,,,
52,3,10,,,,
53,3,12,,,,
54,4,1,,,,
55,4,4,,,,
56,4,7,,,,
57,4,10,,,,
58,5,1,,,,
59,5,5,,,,
60,5,7,,,,
61,5,9,,,,
62,5,10,,,,
63,5,12,,,,
64,6,1,,,,
65,6,5,,,,
66,6,7,,,,
67,6,9,,,,
68,6,10,,,,
69,6,11,,,,
70,6,12,,,,
